,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
3410,United Kingdom,GBR,2021-02-04,11477040.0,10971047.0,505993.0,443943.0,16.91,16.16,0.75,6540.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3411,United Kingdom,GBR,2021-02-05,11975267.0,11465210.0,510057.0,445128.0,17.64,16.89,0.75,6557.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3412,United Kingdom,GBR,2021-02-06,12526737.0,12015018.0,511719.0,436908.0,18.45,17.7,0.75,6436.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3413,United Kingdom,GBR,2021-02-07,12806587.0,12294006.0,512581.0,430859.0,18.86,18.11,0.76,6347.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3414,United Kingdom,GBR,2021-02-08,13162878.0,12646486.0,516392.0,431338.0,19.39,18.63,0.76,6354.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3415,United Kingdom,GBR,2021-02-09,13577851.0,13058298.0,519553.0,436774.0,20.0,19.24,0.77,6434.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3416,United Kingdom,GBR,2021-02-10,14033555.0,13509108.0,524447.0,434444.0,20.67,19.9,0.77,6400.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3417,United Kingdom,GBR,2021-02-11,14542318.0,14012224.0,530094.0,437897.0,21.42,20.64,0.78,6450.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3418,United Kingdom,GBR,2021-02-12,15091696.0,14556827.0,534869.0,445204.0,22.23,21.44,0.79,6558.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3419,United Kingdom,GBR,2021-02-13,15599904.0,15062189.0,537715.0,439024.0,22.98,22.19,0.79,6467.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3420,United Kingdom,GBR,2021-02-14,15839781.0,15300151.0,539630.0,433313.0,23.33,22.54,0.79,6383.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3421,United Kingdom,GBR,2021-02-15,16122272.0,15576107.0,546165.0,422771.0,23.75,22.94,0.8,6228.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3422,United Kingdom,GBR,2021-02-16,16499549.0,15940972.0,558577.0,417385.0,24.3,23.48,0.82,6148.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3423,United Kingdom,GBR,2021-02-17,16996806.0,16423082.0,573724.0,423322.0,25.04,24.19,0.85,6236.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3424,United Kingdom,GBR,2021-02-18,17465127.0,16875536.0,589591.0,417544.0,25.73,24.86,0.87,6151.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3450,United States,USA,2021-01-14,11148991.0,9690757.0,1342086.0,747082.0,3.33,2.9,0.4,2234.0,"Moderna, Pfizer/BioNTech"
3451,United States,USA,2021-01-15,12279180.0,10595866.0,1610524.0,798707.0,3.67,3.17,0.48,2388.0,"Moderna, Pfizer/BioNTech"
3455,United States,USA,2021-01-19,15707588.0,13595803.0,2023124.0,911493.0,4.7,4.07,0.6,2725.0,"Moderna, Pfizer/BioNTech"
3456,United States,USA,2021-01-20,16525281.0,14270441.0,2161419.0,892403.0,4.94,4.27,0.65,2668.0,"Moderna, Pfizer/BioNTech"
3457,United States,USA,2021-01-21,17546374.0,15053257.0,2394961.0,913912.0,5.25,4.5,0.72,2733.0,"Moderna, Pfizer/BioNTech"
3458,United States,USA,2021-01-22,19107959.0,16243093.0,2756953.0,975540.0,5.71,4.86,0.82,2917.0,"Moderna, Pfizer/BioNTech"
3459,United States,USA,2021-01-23,20537990.0,17390345.0,3027865.0,1057387.0,6.14,5.2,0.91,3162.0,"Moderna, Pfizer/BioNTech"
3460,United States,USA,2021-01-24,21848655.0,18502131.0,3216836.0,1122182.0,6.53,5.53,0.96,3355.0,"Moderna, Pfizer/BioNTech"
3461,United States,USA,2021-01-25,22734243.0,19252279.0,3346390.0,1126251.0,6.8,5.76,1.0,3368.0,"Moderna, Pfizer/BioNTech"
3462,United States,USA,2021-01-26,23540994.0,19902237.0,3481921.0,1119058.0,7.04,5.95,1.04,3346.0,"Moderna, Pfizer/BioNTech"
3463,United States,USA,2021-01-27,24652634.0,20687970.0,3801053.0,1161050.0,7.37,6.19,1.14,3472.0,"Moderna, Pfizer/BioNTech"
3464,United States,USA,2021-01-28,26193682.0,21698606.0,4263056.0,1235330.0,7.83,6.49,1.27,3694.0,"Moderna, Pfizer/BioNTech"
3465,United States,USA,2021-01-29,27884661.0,22858318.0,4780888.0,1253815.0,8.34,6.83,1.43,3749.0,"Moderna, Pfizer/BioNTech"
3466,United States,USA,2021-01-30,29577902.0,24064165.0,5259693.0,1291416.0,8.84,7.2,1.57,3861.0,"Moderna, Pfizer/BioNTech"
3467,United States,USA,2021-01-31,31123299.0,25201143.0,5657142.0,1324949.0,9.31,7.54,1.69,3962.0,"Moderna, Pfizer/BioNTech"
3468,United States,USA,2021-02-01,32222402.0,26023153.0,5927847.0,1355451.0,9.63,7.78,1.77,4053.0,"Moderna, Pfizer/BioNTech"
3469,United States,USA,2021-02-02,32780860.0,26440836.0,6064792.0,1319981.0,9.8,7.91,1.81,3947.0,"Moderna, Pfizer/BioNTech"
3470,United States,USA,2021-02-03,33878254.0,27154956.0,6436931.0,1317946.0,10.13,8.12,1.92,3941.0,"Moderna, Pfizer/BioNTech"
3471,United States,USA,2021-02-04,35203710.0,27905197.0,6926050.0,1287147.0,10.53,8.34,2.07,3849.0,"Moderna, Pfizer/BioNTech"
3472,United States,USA,2021-02-05,36819212.0,28909497.0,7503864.0,1276364.0,11.01,8.64,2.24,3816.0,"Moderna, Pfizer/BioNTech"
3473,United States,USA,2021-02-06,39037964.0,30250964.0,8317180.0,1351437.0,11.67,9.05,2.49,4041.0,"Moderna, Pfizer/BioNTech"
3474,United States,USA,2021-02-07,41210937.0,31579100.0,9147185.0,1441091.0,12.32,9.44,2.74,4309.0,"Moderna, Pfizer/BioNTech"
3475,United States,USA,2021-02-08,42417617.0,32340146.0,9518015.0,1456459.0,12.68,9.67,2.85,4355.0,"Moderna, Pfizer/BioNTech"
3476,United States,USA,2021-02-09,43206190.0,32867213.0,9840429.0,1489333.0,12.92,9.83,2.94,4453.0,"Moderna, Pfizer/BioNTech"
3477,United States,USA,2021-02-10,44769970.0,33783384.0,10469514.0,1555959.0,13.39,10.1,3.13,4652.0,"Moderna, Pfizer/BioNTech"
3478,United States,USA,2021-02-11,46390270.0,34723964.0,11188782.0,1598080.0,13.87,10.38,3.35,4778.0,"Moderna, Pfizer/BioNTech"
3479,United States,USA,2021-02-12,48410558.0,35834855.0,12085830.0,1655907.0,14.48,10.71,3.61,4951.0,"Moderna, Pfizer/BioNTech"
3480,United States,USA,2021-02-13,50641884.0,37056122.0,13082172.0,1657703.0,15.14,11.08,3.91,4957.0,"Moderna, Pfizer/BioNTech"
3481,United States,USA,2021-02-14,52884356.0,38292270.0,14077440.0,1667631.0,15.81,11.45,4.21,4986.0,"Moderna, Pfizer/BioNTech"
3483,United States,USA,2021-02-16,55220364.0,39670551.0,15015434.0,1716311.0,16.51,11.86,4.49,5132.0,"Moderna, Pfizer/BioNTech"
3484,United States,USA,2021-02-17,56281827.0,40268009.0,15471536.0,1644551.0,16.83,12.04,4.63,4917.0,"Moderna, Pfizer/BioNTech"
3485,United States,USA,2021-02-18,57737767.0,41021049.0,16162358.0,1621071.0,17.26,12.27,4.83,4847.0,"Moderna, Pfizer/BioNTech"
3486,United States,USA,2021-02-19,59585043.0,41977401.0,17039118.0,1596355.0,17.82,12.55,5.09,4773.0,"Moderna, Pfizer/BioNTech"
